index,s,t,et
14647,213682,81551,375
14648,66869,273963,375
14649,240876,317956,375
14650,150437,257877,375
14651,236499,130166,375
14652,61201,109835,375
14653,38716,224364,375
14654,166753,297228,375
14655,240643,312600,375
14656,171768,116770,375
14657,171281,126621,375
14658,218228,165113,375
14659,327256,338839,375
14660,282939,256092,375
14661,99057,49799,375
14662,107543,96476,375
14663,184365,66869,375
14664,246155,51042,375
14665,334721,66397,375
14666,300642,984,375
14667,19723,290129,375
14668,275385,13854,375
14669,278332,287906,375
14670,16496,721,376
14671,189459,70546,376
14672,194541,190278,376
14673,236465,147526,376
14674,180924,288871,376
14675,171652,154647,376
14676,127478,151343,376
14677,224369,218853,376
14678,277479,95280,376
14679,188494,77987,376
14680,243059,201628,376
14681,273910,327580,376
14682,150470,333282,376
14683,262887,120762,376
14684,94234,306529,376
14685,262880,317768,376
14686,69562,307907,376
14687,204274,24127,376
14688,318386,48693,376
14689,286056,264770,376
14690,49920,31013,376
14691,341481,327147,376
14692,255523,350207,376
14693,21093,301496,376
14694,25767,233890,376
14695,329785,166952,376
14696,273071,222967,376
14697,217689,234787,376
14698,119508,68852,376
14699,323272,47797,376
14700,117080,276416,376
14701,64652,218231,376
14702,299297,208122,376
14703,217604,351045,376
14704,23629,62089,376
14705,90996,341091,377
14706,255996,156468,377
14707,48533,10871,377
14708,221553,118557,377
14709,50344,253379,377
14710,202371,23454,377
14711,113856,63794,377
14712,80733,179263,377
14713,13739,160138,377
14714,177313,174507,377
14715,244826,46395,377
14716,307763,189216,377
14717,61190,326476,377
14718,170216,14579,377
14719,181302,182050,377
14720,149005,366,377
14721,78806,57818,377
14722,74355,77242,377
14723,196494,197060,377
14724,62804,71357,377
14725,316406,74792,377
14726,160693,72331,377
14727,43412,42766,377
14728,330317,338729,377
14729,129092,101232,377
14730,188132,245903,377
14731,135148,85593,377
14732,340519,142832,377
14733,268964,296345,377
14734,246180,51390,377
14735,301823,9600,378
14736,256593,305576,378
14737,17215,338357,378
14738,60220,130920,378
14739,12403,29250,378
14740,26236,204750,378
14741,292968,328294,378
14742,82439,40344,378
14743,164929,167942,378
14744,68574,54150,378
14745,289811,343695,378
14746,58253,347870,378
14747,256377,335003,378
14748,43477,87201,378
14749,37388,60666,378
14750,179317,276414,378
14751,18787,286398,378
14752,87659,266557,378
14753,12341,229546,378
14754,249783,33300,378
14755,74578,60591,378
14756,264308,199468,378
14757,64897,282838,378
14758,154400,26322,378
14759,61170,351210,378
14760,232059,233808,378
14761,57221,245309,378
14762,33949,326296,378
14763,131056,293175,378
14764,4624,240026,378
14765,174999,339626,378
14766,132391,114369,378
14767,2731,110439,378
14768,79553,152038,378
14769,191146,84472,378
14770,69161,274719,378
14771,81473,90672,378
14772,98909,26857,378
14773,47593,191533,378
14774,117112,122763,378
14775,93901,225172,379
14776,252321,32867,379
14777,105327,348712,379
14778,260687,191544,379
14779,50451,10277,379
14780,73543,112485,379
14781,79585,76124,379
14782,299907,92157,379
14783,221938,33416,379
14784,235976,306687,379
14785,286304,129199,379
14786,30074,315454,379
14787,135994,98517,379
14788,85189,164063,379
14789,358,324972,379
14790,29407,176233,379
14791,350528,274850,379
14792,82911,132097,379
14793,259541,156889,379
14794,20081,216314,379
14795,115787,87195,379
14796,240376,289794,379
14797,258702,228619,379
14798,242395,119272,379
14799,338326,34564,379
14800,128120,292814,379
14801,269392,27922,379
14802,153731,53137,379
14803,101037,168787,380
14804,116982,313184,380
14805,238281,235396,380
14806,108826,33168,380
14807,99921,137947,380
14808,188640,161910,380
14809,29194,33851,380
14810,77992,294636,380
14811,297659,217857,380
14812,31114,279066,380
14813,135015,203374,380
14814,81345,106509,380
14815,114974,235385,380
14816,235250,12609,380
14817,173026,288596,380
14818,203683,59826,380
14819,218737,122611,380
14820,298208,134946,380
14821,297300,14933,380
14822,269641,81310,380
14823,292159,117042,380
14824,77686,255076,380
14825,289295,194117,380
14826,68458,3343,380
14827,75893,143470,380
14828,191472,25766,380
14829,9276,89186,380
14830,248424,128377,380
14831,131898,24936,380
14832,160019,246014,380
14833,253958,83045,380
14834,257625,236177,380
14835,336232,47541,381
14836,98600,24309,381
14837,250961,268270,381
14838,29194,102783,381
14839,76754,16982,381
14840,152735,108980,381
14841,279061,251405,381
14842,26856,179731,381
14843,271327,273788,381
14844,115920,269032,381
14845,161060,66898,381
14846,229081,166266,381
14847,96389,102828,381
14848,90672,253319,381
14849,186687,345542,381
14850,180924,166443,381
14851,279875,325418,381
14852,117780,330459,381
14853,260421,198594,381
14854,212447,229880,381
14855,116747,164983,381
14856,27993,315518,381
14857,75768,178128,381
14858,155675,225794,381
14859,346042,289252,381
14860,64652,2787,381
14861,180857,245779,381
14862,262769,245767,381
14863,13964,165194,381
14864,306249,193538,381
14865,121477,12242,381
14866,275398,315735,381
14867,71388,110179,381
14868,317051,6182,381
14869,87858,253413,381
14870,41272,197107,381
14871,36013,53227,381
14872,165838,18656,381
14873,184010,176852,381
14874,52709,230282,381
14875,255562,152651,381
14876,164217,328506,381
14877,22810,237544,381
14878,279234,101653,381
14879,309602,79120,382
14880,152038,161127,382
14881,295733,343145,382
14882,232980,182305,382
14883,137942,526,382
14884,115322,284401,382
14885,64339,62579,382
14886,219614,312160,382
14887,127893,273437,382
14888,299251,287257,382
14889,254528,152852,382
14890,91017,17138,382
14891,92116,293201,382
14892,180998,234005,382
14893,251881,139978,382
14894,65972,39344,382
14895,189866,227975,382
14896,167424,271224,382
14897,114015,179537,382
14898,49093,185643,382
14899,6687,20075,382
14900,107474,20569,382
14901,102396,63533,382
14902,9600,16346,382
14903,134141,305906,382
14904,321046,16707,382
14905,121445,60715,382
14906,153755,130711,382
14907,75124,14487,382
14908,42952,292522,382
14909,282981,774,382
14910,87608,306075,382
14911,66052,51711,382
14912,90923,115255,382
14913,347151,179101,382
14914,334350,5424,382
14915,99361,64531,382
14916,317780,184196,382
14917,298591,230202,382
14918,76851,15609,383
14919,221469,54262,383
14920,107758,24919,383
14921,335458,223797,383
14922,321297,127033,383
14923,221787,28393,383
14924,160966,130284,383
14925,78074,158111,383
14926,117107,54714,383
14927,270473,71925,383
14928,182090,97561,383
14929,337812,72037,383
14930,326056,254899,383
14931,268125,36847,383
14932,261692,335231,383
14933,139801,128797,383
14934,222261,239596,383
14935,117376,197390,383
14936,294138,229678,383
14937,187423,6885,383
14938,176766,186998,383
14939,3469,208141,383
14940,244492,95580,383
14941,227271,140268,383
14942,93249,289185,383
14943,220827,304806,383
14944,301769,43063,383
14945,219279,338557,383
14946,200299,18473,383
14947,322460,46678,383
14948,45148,199273,383
14949,214286,257836,383
14950,77885,97038,383
14951,177628,345403,383
14952,277421,229169,383
14953,230461,294494,383
14954,8681,54512,383
14955,142446,105153,383
14956,325087,151746,383
14957,215664,189813,383
14958,296357,226304,383
14959,292013,143763,383
14960,170608,258408,383
14961,176573,178557,383
14962,211837,296366,383
14963,287838,243290,384
14964,3791,319389,384
14965,232258,314115,384
14966,308673,273896,384
14967,12636,252677,384
14968,321996,4722,384
14969,109087,284550,384
14970,256458,48151,384
14971,109445,186998,384
14972,150449,342345,384
14973,46145,81159,384
14974,106315,22906,384
14975,7727,66558,384
14976,41396,252633,384
14977,215731,173888,384
14978,132798,335018,384
14979,283027,119604,384
14980,121439,325450,384
14981,214512,314062,384
14982,273373,242340,384
14983,247695,304090,384
14984,159455,264631,384
14985,83583,96472,384
14986,269921,132526,384
14987,242820,242395,384
14988,57254,131619,384
14989,22528,144258,384
14990,107890,102764,384
14991,144239,135432,384
14992,347446,203277,384
14993,28103,294794,384
14994,332645,143380,384
14995,313203,236797,384
14996,183044,6285,384
14997,272100,29963,384
14998,341522,87720,385
14999,109816,181888,385
15000,294712,58768,385
15001,68832,217360,385
15002,154353,90595,385
15003,336436,319121,385
15004,273485,311738,385
15005,110272,145072,385
15006,215659,100967,385
15007,113222,57175,385
15008,275928,13117,385
15009,64610,224609,385
15010,46234,83822,385
15011,331414,6973,385
15012,139392,25777,385
15013,73779,231036,385
15014,157181,135071,385
15015,38190,119555,385
15016,154530,6673,385
15017,160780,74181,385
15018,167378,83185,385
15019,198803,134263,385
15020,98731,62224,385
15021,264408,11960,385
15022,232260,118845,385
15023,185117,70153,385
15024,139205,243649,385
15025,295969,303727,385
15026,183181,145503,385
15027,341197,194949,385
15028,109,173613,385
15029,91162,178902,385
15030,9121,248828,385
15031,309930,255274,385
15032,667,93417,385
15033,78170,314175,385
15034,305797,92127,385
15035,84028,271597,385
15036,259532,129271,385
15037,285277,273057,385
15038,235562,204783,385
15039,151323,182099,385
15040,61701,49435,385
15041,322500,227474,385
15042,166957,145634,386
15043,52419,39490,386
15044,22077,350308,386
15045,263146,2308,386
15046,176411,344800,386
15047,62097,4039,386
15048,38423,26420,386
15049,260618,9194,386
15050,14027,230783,386
15051,68540,221806,386
15052,292159,169489,386
15053,226669,172128,386
15054,11270,54625,386
15055,25373,165744,386
15056,243533,24142,386
15057,120856,13702,386
15058,309391,125635,386
15059,20145,292397,386
15060,137941,185661,386
15061,109398,157442,386
15062,8229,10988,386
15063,5613,75770,386
15064,64652,131944,386
15065,343098,204718,386
15066,342309,209658,386
15067,92442,285489,386
15068,127526,332182,386
15069,203251,251383,386
15070,65182,327621,386
15071,245971,327182,386
15072,324508,209713,386
15073,194999,273022,386
15074,63438,121785,386
15075,218756,227670,386
15076,258230,109457,386
15077,338301,97258,386
15078,324953,24674,386
15079,147138,47592,386
15080,292686,311357,386
15081,244410,303179,386
15082,23474,46351,386
15083,263990,153313,386
15084,265094,26507,386
15085,275352,123273,386
15086,225587,169368,386
15087,128571,116400,387
15088,68742,110367,387
15089,292282,184010,387
15090,100992,251107,387
15091,334893,105082,387
15092,219264,299493,387
15093,275822,304923,387
15094,164186,106310,387
15095,221858,9086,387
15096,49575,256434,387
15097,292874,157892,387
15098,299572,147597,387
15099,238108,177230,387
15100,67982,163193,387
15101,315881,165303,387
15102,329658,204697,387
15103,286065,230320,387
15104,144313,329610,387
15105,152473,279948,387
15106,168666,256184,387
15107,60365,287100,387
15108,33594,205017,387
15109,25434,343814,387
15110,145999,265327,387
15111,342231,86630,387
15112,280895,82665,387
15113,275188,289297,387
15114,176239,216256,387
15115,337319,216393,387
15116,338155,277601,387
15117,77254,277568,387
15118,73166,136235,387
15119,276845,19951,387
15120,11989,81861,387
15121,275483,54244,387
15122,49702,122258,387
15123,131898,288670,387
15124,134580,98660,387
15125,93950,101695,387
15126,11213,48096,387
15127,206903,83160,387
15128,318635,294947,387
15129,106418,84922,387
15130,121705,172825,387
15131,54263,72214,388
15132,209893,312433,388
15133,153893,199727,388
15134,88848,349190,388
15135,87720,288072,388
15136,68832,29250,388
15137,212855,211311,388
15138,280219,234765,388
15139,97675,98368,388
15140,110200,312675,388
15141,86990,163818,388
15142,200359,341722,388
15143,71271,327092,388
15144,95167,33507,388
15145,251646,2411,388
15146,133010,331929,388
15147,22652,38323,388
15148,81111,12952,388
15149,85962,327084,388
15150,281029,253806,388
15151,120743,51137,388
15152,273162,246441,388
15153,55202,233807,388
15154,67998,285473,388
15155,169784,199567,388
15156,137889,38519,388
15157,287605,307848,388
15158,327580,84472,388
15159,215723,192602,388
15160,181991,218692,388
15161,18471,147846,388
15162,349491,142330,388
15163,138199,99720,388
15164,260986,126826,388
15165,60215,142947,388
15166,122703,286985,388
15167,257545,207354,388
15168,68013,19727,388
15169,309215,140024,388
15170,246795,231812,389
15171,151450,72290,389
15172,340870,146110,389
15173,350224,199897,389
15174,130038,202503,389
15175,230349,51909,389
15176,143115,175149,389
15177,67207,75438,389
15178,204892,155734,389
15179,105986,49322,389
15180,114982,34484,389
15181,240253,176794,389
15182,281826,187575,389
15183,254030,135322,389
15184,99598,12341,389
15185,37139,195143,389
15186,147815,20091,389
15187,199736,211531,389
15188,273088,48945,389
15189,132281,29287,389
15190,251106,332861,389
15191,96830,125935,389
15192,302326,75200,389
15193,984,323108,389
15194,27705,151741,389
15195,96390,50451,389
15196,194238,288392,389
15197,311355,298421,389
15198,108379,103409,389
15199,347081,50207,389
15200,153695,224091,389
15201,207450,241676,389
15202,281307,192224,389
15203,231223,248424,389
15204,21632,105139,389
15205,272148,66397,389
15206,168736,11299,389
15207,186679,57595,389
15208,137022,311738,389
15209,7107,328489,390
15210,5562,50966,390
15211,84362,300289,390
15212,188630,73704,390
15213,238619,104034,390
15214,130375,67012,390
15215,281196,48894,390
15216,19849,298325,390
15217,48731,89369,390
15218,299764,22610,390
15219,12051,218987,390
15220,41178,157434,390
15221,117589,76699,390
15222,62478,321878,390
15223,150371,245099,390
15224,97054,341051,390
15225,188866,257607,390
15226,101091,48894,390
15227,9139,332061,390
15228,202143,53490,390
15229,271531,107757,390
15230,35984,51359,390
15231,270151,309930,390
15232,84457,39344,390
15233,289648,310190,390
15234,200575,186827,390
15235,208214,131761,390
15236,55574,183357,390
15237,303745,236802,390
15238,296782,328287,390
15239,144190,56368,390
15240,51587,319794,390
15241,73915,189828,390
15242,33378,3334,390
15243,130903,318883,390
15244,36953,249243,390
15245,340590,215962,390
15246,58162,155160,390
15247,55382,186208,391
15248,182641,140353,391
15249,264244,150569,391
15250,244426,257916,391
15251,51977,228032,391
15252,323725,45979,391
15253,314883,262692,391
15254,231304,315518,391
15255,321118,189170,391
15256,43932,295352,391
15257,1013,235660,391
15258,239500,53192,391
15259,330557,7071,391
15260,94848,78786,391
15261,159695,48154,391
15262,14605,209894,391
15263,269912,254540,391
15264,43267,74644,391
15265,232855,75037,391
15266,48421,94144,391
15267,140481,127879,391
15268,5356,234305,391
15269,233243,177418,391
15270,239974,37886,391
15271,339398,201611,391
15272,87792,98382,391
15273,211662,156054,391
15274,202731,181373,391
15275,166443,145609,391
15276,103187,242881,391
15277,116147,331949,391
15278,179142,142408,391
15279,134674,136199,391
15280,141794,219698,391
15281,121601,274494,391
15282,121005,80367,391
15283,281540,1692,392
15284,127500,170274,392
15285,228679,103992,392
15286,50566,178550,392
15287,110377,258702,392
15288,144239,135432,392
15289,206983,269679,392
15290,117971,258580,392
15291,177867,334080,392
15292,87631,82982,392
15293,268530,105923,392
15294,304195,44775,392
15295,169533,299234,392
15296,2316,189395,392
15297,339858,320200,392
15298,318376,219648,392
15299,70175,129876,392
15300,240837,80942,392
15301,34127,183357,392
15302,226684,342940,392
15303,130971,19131,392
15304,64896,69805,392
15305,1585,316240,392
15306,17835,202891,392
15307,48894,160195,392
15308,190757,146322,392
15309,240780,193836,392
15310,189329,292705,392
15311,85631,162392,392
15312,160320,219736,392
15313,178187,139801,392
15314,289549,98669,392
15315,285543,92395,392
15316,346280,194436,392
15317,52024,307260,392
15318,53121,167705,392
15319,2851,311967,393
15320,213133,137027,393
15321,180230,100713,393
15322,160067,39779,393
15323,139426,45089,393
15324,203344,130328,393
15325,149838,312922,393
15326,42746,27506,393
15327,108982,104877,393
15328,85721,230853,393
15329,21645,125032,393
15330,102971,331157,393
15331,151088,258380,393
15332,256300,49478,393
15333,325501,38365,393
15334,347700,122234,393
15335,83875,22884,393
15336,65182,108796,393
15337,234386,275481,393
15338,62657,139098,393
15339,95926,53105,393
15340,136690,186884,393
15341,141556,287641,393
15342,6325,50980,393
15343,8722,306197,393
15344,310277,59028,393
15345,17827,3007,393
15346,187955,198548,393
15347,28622,218748,393
15348,77933,166770,393
15349,106425,19891,393
15350,58187,192839,393
15351,8681,290116,393
15352,306489,273899,393
15353,105722,10910,393
15354,40393,107377,394
15355,167431,35795,394
15356,171768,240106,394
15357,136939,153813,394
15358,287906,220745,394
15359,304502,51312,394
15360,45908,191376,394
15361,325433,304749,394
15362,350765,297734,394
15363,179063,215917,394
15364,207768,180224,394
15365,110377,91437,394
15366,8839,194880,394
15367,157512,252961,394
15368,33287,53755,394
15369,227612,91158,394
15370,335583,85098,394
15371,310277,71373,394
15372,220048,260180,394
15373,73499,6217,394
15374,328377,281678,394
15375,266546,170198,394
15376,302253,1240,394
15377,304683,31801,394
15378,8970,333933,394
15379,164694,105297,394
15380,160321,113050,394
15381,349190,245321,394
15382,228540,229726,394
15383,152178,144895,394
15384,287906,60077,394
15385,153733,35758,394
15386,214437,338146,394
15387,114831,288276,394
15388,135431,190135,394
15389,134604,134987,394
15390,197120,20725,394
15391,203709,348844,394
15392,72543,155579,394
15393,313825,338764,394
15394,217941,206034,395
15395,98658,119745,395
15396,117243,257003,395
15397,330878,307779,395
15398,104650,57289,395
15399,92804,110409,395
15400,302907,168648,395
15401,309983,276404,395
15402,238463,29394,395
15403,345776,15183,395
15404,28043,155997,395
15405,246777,270389,395
15406,33559,35102,395
15407,263140,342603,395
15408,117838,99346,395
15409,279474,26758,395
15410,234386,317065,395
15411,335733,27158,395
15412,14565,221060,395
15413,43933,115743,395
15414,323625,145948,395
15415,1920,91467,395
15416,167566,245072,395
15417,164001,2858,395
15418,231316,137145,395
15419,242586,239909,395
15420,147471,257290,395
15421,9139,292855,395
15422,136876,118612,395
15423,324605,339739,395
15424,29119,44709,395
15425,75052,244656,395
15426,22377,247897,395
15427,102995,90444,395
15428,253615,188504,395
15429,294221,42091,395
15430,87157,65198,395
15431,66769,57678,395
15432,48872,281833,395
15433,324960,88587,395
15434,95014,102701,395
15435,36516,2234,396
15436,221406,68097,396
15437,5383,229675,396
15438,201237,96541,396
15439,130969,157492,396
15440,300080,122312,396
15441,77379,2033,396
15442,336549,234528,396
15443,18983,191533,396
15444,236744,336436,396
15445,313756,72685,396
15446,111187,41071,396
15447,39490,88809,396
15448,73712,120270,396
15449,819,48507,396
15450,160194,283998,396
15451,72748,145652,396
15452,267408,197529,396
15453,128595,162914,396
15454,272859,185587,396
15455,114173,7429,396
15456,8105,287669,396
15457,147291,81255,396
15458,273367,178186,396
15459,75095,307541,396
15460,80335,316932,396
15461,87219,121118,396
15462,55705,307197,396
15463,38738,273021,396
15464,253764,172051,396
15465,178947,221276,396
15466,142125,257487,396
15467,296303,48648,396
15468,141691,312631,396
15469,177538,185186,396
15470,120965,166013,396
15471,319974,98342,396
15472,217699,196722,396
15473,55551,116514,396
15474,50665,217010,396
15475,4039,272667,397
15476,137185,232871,397
15477,48056,278559,397
15478,321197,83533,397
15479,1146,214374,397
15480,148945,147207,397
15481,137511,84472,397
15482,290116,311412,397
15483,103264,233243,397
15484,244198,180860,397
15485,218777,27131,397
15486,289487,310951,397
15487,15479,262805,397
15488,54872,245720,397
15489,49436,124187,397
15490,189794,132844,397
15491,309947,134523,397
15492,87660,217324,397
15493,150058,186604,397
15494,154229,59974,397
15495,152601,87367,397
15496,203195,293892,397
15497,76994,275806,397
15498,52952,34388,397
15499,83745,287906,397
15500,90055,98749,397
15501,259708,4532,397
15502,29794,323655,397
15503,277995,264652,397
15504,307813,81301,397
15505,111,78897,397
15506,29551,34890,397
15507,225731,119235,397
15508,82983,25103,397
15509,302711,102304,397
15510,150482,32676,397
15511,287706,204070,397
15512,44643,57887,398
15513,349864,299297,398
15514,191360,266828,398
15515,145914,22272,398
15516,186305,52024,398
15517,229145,61228,398
15518,302740,242666,398
15519,49919,145302,398
15520,226720,125165,398
15521,14121,300545,398
15522,237710,50039,398
15523,63191,280278,398
15524,190444,306731,398
15525,336962,40198,398
15526,331080,326082,398
15527,124273,232861,398
15528,117252,195779,398
15529,306607,228369,398
15530,272928,50681,398
15531,36576,320572,398
15532,347793,333235,398
15533,285340,24329,398
15534,205815,149106,398
15535,298320,294866,398
15536,131714,193617,398
15537,68895,269,398
15538,20620,9307,398
15539,12952,97309,398
15540,57804,23156,398
15541,109241,286497,398
15542,42203,145928,398
15543,32628,207558,398
15544,337680,114318,398
15545,40328,42956,398
15546,327427,321704,398
15547,169526,206755,398
15548,244916,164322,398
15549,105327,275652,398
15550,134561,47468,399
15551,214271,303802,399
15552,142385,199202,399
15553,231885,237324,399
15554,177968,334015,399
15555,81859,341149,399
15556,8490,270662,399
15557,133286,345549,399
15558,277601,4853,399
15559,32955,228651,399
15560,213344,89892,399
15561,28990,66768,399
15562,92287,164375,399
15563,136106,50972,399
15564,301328,105697,399
15565,133562,84399,399
15566,262974,349584,399
15567,304261,57179,399
15568,186411,56317,399
15569,240161,135644,399
15570,33585,75938,399
15571,222334,307519,399
15572,278577,323994,399
15573,106544,230851,399
15574,217381,303343,399
15575,188870,147507,399
15576,327579,272411,399
15577,304426,294222,399
15578,276631,258408,399
15579,208480,722,399
15580,338956,239078,399
15581,230848,13827,399
15582,73019,263112,399
15583,191639,66461,399
15584,194665,253958,399
15585,176188,304090,399
15586,191928,60667,399
15587,280248,88410,399
15588,162913,321921,399
15589,14376,126721,399
15590,89100,220298,399
15591,248847,92729,399
15592,134870,220154,400
15593,23083,173699,400
15594,9318,137185,400
15595,75041,254003,400
15596,311531,328729,400
15597,25929,289976,400
15598,200805,224983,400
15599,337011,305854,400
15600,132750,338632,400
15601,210229,87376,400
15602,240455,97418,400
15603,189843,259517,400
15604,151768,180972,400
15605,3015,122882,400
15606,275067,11254,400
15607,80218,149400,400
15608,177866,6282,400
15609,84417,120207,400
15610,156889,238107,400
15611,148241,258209,400
15612,167427,213205,400
15613,64897,140405,400
15614,262346,111326,400
15615,144239,135432,400
15616,198046,208578,400
15617,126577,29432,400
15618,236750,345680,400
15619,85987,104934,400
15620,65451,320765,400
15621,206873,254767,400
15622,135015,206312,400
15623,218908,235708,401
15624,25106,322988,401
15625,76851,149224,401
15626,56397,29304,401
15627,328313,22058,401
15628,331418,266432,401
15629,101863,85098,401
15630,67832,174073,401
15631,14627,122548,401
15632,107545,134330,401
15633,206978,327151,401
15634,13178,293892,401
15635,137699,213289,401
15636,127500,200069,401
15637,37064,142881,401
15638,72278,166920,401
15639,1029,312250,401
15640,165175,187659,401
15641,236365,181970,401
15642,189990,163428,401
15643,124659,182995,401
15644,83801,137941,401
15645,202901,86251,401
15646,164773,104460,401
15647,46563,307100,401
15648,275638,45146,401
15649,159521,214861,401
15650,190008,171768,401
15651,147409,319636,401
15652,12477,87216,401
15653,218771,180224,401
15654,185986,191181,401
15655,146308,91780,401
15656,124946,50880,401
15657,81956,102023,401
15658,206696,335595,401
15659,49067,94787,401
15660,336908,104346,401
15661,264209,246462,401
15662,161942,295615,401
15663,117969,226006,401
15664,158878,96390,401
15665,96579,97755,401
15666,228254,272848,401
15667,88647,213513,401
15668,211065,22826,401
15669,266828,153604,401
15670,38519,56646,401
15671,258344,230751,402
15672,25789,258137,402
15673,83081,252694,402
15674,140054,331692,402
15675,108640,304090,402
15676,95795,31342,402
15677,56409,43860,402
15678,193186,350141,402
15679,331288,86143,402
15680,12738,62935,402
15681,275927,15844,402
15682,144572,252340,402
15683,187423,231904,402
15684,130205,189682,402
15685,70706,122956,402
15686,279731,324487,402
15687,157845,319842,402
15688,162690,97980,402
15689,319566,71276,402
15690,232677,73625,402
15691,3704,270567,402
15692,34190,126541,402
15693,291744,53929,402
15694,191543,22271,402
15695,297150,67199,402
15696,312952,94817,402
15697,319120,207274,402
15698,93541,196051,402
15699,113699,94182,402
15700,348431,107637,402
15701,70175,2901,402
15702,151313,96884,402
15703,47514,237839,402
15704,69542,268414,402
15705,220254,239607,402
15706,176079,228772,402
15707,120122,126197,402
15708,347990,331201,402
15709,175995,338886,402
15710,23106,49217,402
15711,106922,53547,402
15712,220415,300057,402
15713,136106,181903,403
15714,344618,96541,403
15715,239509,169694,403
15716,118856,265788,403
15717,269301,323157,403
15718,288596,293992,403
15719,189489,310496,403
15720,131977,56659,403
15721,13936,191297,403
15722,136875,308000,403
15723,143592,16348,403
15724,85710,110628,403
15725,145294,154250,403
15726,211912,57255,403
15727,188952,17214,403
15728,138609,14385,403
15729,239217,175089,403
15730,235246,165033,403
15731,231124,137722,403
15732,137530,305204,403
15733,81158,306621,403
15734,203344,346966,403
15735,306906,117706,403
15736,104987,175518,403
15737,94153,342639,403
15738,255525,14193,403
15739,106377,283685,403
15740,82973,266500,403
15741,48272,102033,403
15742,75224,166769,403
15743,147507,168553,403
15744,64652,180388,403
15745,63832,201236,404
15746,193185,135512,404
15747,176484,10389,404
15748,27128,72045,404
15749,236387,164753,404
15750,181920,243943,404
15751,319971,327069,404
15752,155983,292522,404
15753,43670,245233,404
15754,227552,295454,404
15755,194022,69379,404
15756,144322,110905,404
15757,219279,140102,404
15758,36828,308668,404
15759,125936,68853,404
15760,222178,71878,404
15761,146643,204484,404
15762,98516,23245,404
15763,187911,188824,404
15764,112840,304090,404
15765,300952,134874,404
15766,345059,155512,404
15767,295856,273330,404
15768,228486,20814,405
15769,185153,307636,405
15770,92362,226441,405
15771,16519,291617,405
15772,42007,225493,405
15773,313054,97560,405
15774,345453,29633,405
15775,174813,149308,405
15776,52368,80640,405
15777,325084,213445,405
15778,254433,325571,405
15779,253481,95800,405
15780,289011,345322,405
15781,183357,334136,405
15782,43770,129537,405
15783,225834,246109,405
15784,163792,257951,405
15785,231317,58333,405
15786,68852,64897,405
15787,206978,181851,405
15788,307822,178920,405
15789,82439,43553,405
15790,164326,91904,405
15791,193723,13088,405
15792,136472,265981,405
15793,229798,203244,405
15794,231648,84080,405
15795,196412,17338,405
15796,192114,349085,405
15797,223797,216695,405
15798,288995,21713,405
15799,98517,44431,405
15800,258901,17693,405
15801,166287,59689,405
15802,137718,275385,405
15803,231601,293978,405
15804,221406,284899,405
15805,231886,323670,405
15806,65565,886,405
15807,296249,275163,405
15808,231326,314844,405
15809,66308,200953,405
15810,36990,234291,405
15811,43110,126339,405
15812,192323,141665,405
15813,265497,89484,405
15814,177887,13854,405
15815,278332,301340,405
15816,296711,196031,405
15817,232142,275125,405
15818,275696,285096,406
15819,42935,129217,406
15820,200921,336262,406
15821,219614,126570,406
15822,217604,684,406
15823,158368,233729,406
15824,150438,133716,406
15825,337689,111467,406
15826,233453,218173,406
15827,168856,143418,406
15828,186470,338083,406
15829,241169,308258,406
15830,51407,302767,406
15831,102677,4188,406
15832,106683,177372,406
15833,149533,37096,406
15834,236050,151939,406
15835,150329,203413,406
15836,331014,127277,406
15837,116866,137141,406
15838,58230,155160,406
15839,91314,209364,406
15840,137409,191795,406
15841,321256,293738,406
15842,216315,306,406
15843,83605,195726,406
15844,60506,347568,406
15845,298855,267220,406
15846,292145,93602,406
15847,119920,307939,406
15848,337313,325455,406
15849,251541,277590,407
15850,308497,257647,407
15851,108508,206171,407
15852,58911,141446,407
15853,261662,173613,407
15854,20535,150425,407
15855,343830,170638,407
15856,143725,109445,407
15857,107669,302038,407
15858,87206,129408,407
15859,44766,23442,407
15860,274037,343294,407
15861,175313,83875,407
15862,187457,206433,407
15863,118557,199192,407
15864,252748,44116,407
15865,136017,202044,407
15866,930,328384,407
15867,61155,116213,407
15868,141446,105866,407
15869,226322,79173,407
15870,79510,291473,407
15871,320665,234875,407
15872,269211,122373,407
15873,125854,3629,407
15874,139280,81509,407
15875,310791,290652,407
15876,24470,83948,407
15877,343628,250770,407
15878,146745,207779,407
15879,188673,303690,407
15880,268937,323831,407
15881,164409,116483,407
15882,49961,8064,407
15883,171379,283014,407
15884,12570,165978,407
15885,80733,108874,407
15886,223627,348493,407
15887,26163,171968,407
15888,243764,44512,408
15889,261974,208295,408
15890,277590,16347,408
15891,230330,241466,408
15892,64896,48617,408
15893,181403,312456,408
15894,132719,162759,408
15895,32525,251245,408
15896,207215,328983,408
15897,282083,207734,408
15898,13739,131754,408
15899,180611,274292,408
15900,77666,83822,408
15901,158828,222253,408
15902,27800,127478,408
15903,125830,82020,408
15904,270958,310221,408
15905,150328,298513,408
15906,48693,57526,408
15907,231304,197842,408
15908,49435,163335,408
15909,338174,93798,408
15910,132392,170894,408
15911,13551,195236,408
15912,321760,102575,408
15913,267840,164109,408
15914,43554,170214,408
15915,49322,32437,408
15916,182204,227910,408
15917,26677,230150,408
15918,284985,245730,408
15919,188870,10706,408
