index,s,t,et
2318,4961,3174,465
2319,14760,3958,465
2320,27136,14377,465
2321,7857,32222,465
2322,8158,2645,465
2323,15732,407,466
2324,19666,14715,466
2325,25865,208,466
2326,18205,8268,466
2327,32287,17212,466
2328,6088,5095,467
2329,19687,10292,467
2330,5701,25459,467
2331,5770,17227,468
2332,18233,25565,468
2333,17901,14376,468
2334,4240,6273,468
2335,21905,15551,468
2336,30836,19538,469
2337,18709,31785,469
2338,7423,33252,469
2339,13723,13387,469
2340,25920,25207,469
2341,7941,32768,469
2342,24886,3927,469
2343,29431,12872,469
2344,24410,11787,470
2345,29076,10625,470
2346,19188,19304,470
2347,30299,33140,471
2348,31737,29795,472
2349,16116,24897,472
2350,8725,12131,472
2351,13861,70,472
2352,2939,12799,472
2353,27788,211,473
2354,19126,24901,473
2355,31333,8169,474
2356,13577,30364,474
2357,21325,3958,474
2358,17656,5488,474
2359,4214,16719,474
2360,20790,16886,475
2361,26004,3936,475
2362,3489,5202,475
2363,8921,519,475
2364,25183,6593,475
2365,21453,2131,477
2366,6697,19906,477
2367,31646,10380,477
2368,20762,25851,477
2369,30417,2013,477
2370,13246,25351,477
2371,15375,32995,477
2372,6057,5228,477
2373,8550,11382,478
2374,5516,9791,478
2375,1722,7815,478
2376,618,10513,479
2377,28677,29765,479
2378,24352,31870,479
2379,24616,7802,480
2380,3294,10066,480
2381,29978,120,480
2382,29704,1773,481
2383,6871,25392,481
2384,7712,29815,481
2385,29891,11115,481
2386,32784,7634,481
2387,19304,17796,481
2388,14724,15836,482
2389,407,16770,482
2390,8637,7484,483
2391,4494,1494,483
2392,12974,23827,483
2393,131,13754,483
2394,26308,11285,483
2395,26030,23809,484
2396,25410,23610,484
2397,28737,3796,484
2398,7781,25784,484
2399,20978,24517,484
2400,10364,10033,484
2401,24618,26044,484
2402,10436,30593,484
2403,22654,32044,485
2404,951,28056,485
2405,22246,26909,485
2406,32495,2883,485
2407,8512,6945,485
2408,11536,1351,486
2409,20789,12539,486
2410,19605,462,486
2411,10033,2994,486
2412,10601,17657,486
2413,5293,29808,487
2414,8821,16213,487
2415,3795,23917,487
2416,8542,25209,487
2417,22962,20730,487
2418,30538,25395,488
2419,15544,12483,488
2420,7106,2937,488
2421,29307,27812,488
2422,10396,8048,488
2423,28501,11867,489
2424,26769,16962,489
2425,12674,10292,489
2426,2118,9686,489
2427,6777,5960,489
2428,25267,17537,489
2429,24520,3377,489
2430,10338,227,490
2431,21120,24771,490
2432,20386,23910,490
2433,18917,2528,490
2434,8445,13725,490
2435,7638,12414,491
2436,27888,21294,491
2437,4214,16429,491
2438,19494,17879,492
2439,11653,26121,492
2440,22309,23166,492
2441,15512,1454,492
2442,7781,14790,492
2443,22959,22850,492
2444,27229,20041,492
2445,30880,11658,492
2446,8263,16682,493
2447,4430,15365,493
2448,25265,7624,493
2449,5591,17748,493
2450,1898,16062,493
2451,25851,10051,493
2452,27565,23809,493
2453,3198,11563,493
2454,17929,3978,494
2455,4413,30828,494
2456,22366,1500,494
2457,26096,14850,494
2458,31697,5375,494
2459,18668,11136,494
2460,5688,6676,494
2461,23728,16771,495
2462,5275,27136,495
2463,20595,26044,495
2464,27570,25879,495
2465,1991,18634,495
2466,11252,18480,495
2467,24680,24335,495
2468,30893,19819,496
2469,10910,21387,496
2470,2097,22003,496
2471,11984,5378,496
2472,16429,21387,496
2473,6944,7741,496
2474,28301,15102,496
2475,29740,9672,497
2476,20806,29718,497
2477,27717,7177,497
2478,9372,19600,497
2479,5617,4802,497
2480,4578,13235,498
2481,27843,13116,498
2482,22187,14448,498
2483,26993,11004,498
2484,25000,21474,498
2485,17687,27746,498
2486,10757,16126,498
2487,12691,10292,499
2488,14350,16896,499
2489,2713,8875,499
2490,23665,2882,499
2491,21203,9225,499
2492,21644,26548,500
2493,8930,20354,500
2494,1085,20014,501
2495,32015,28575,501
2496,3589,19336,501
2497,18360,1054,501
2498,19494,29457,502
2499,6191,9043,502
2500,32461,16804,502
2501,5334,25349,502
2502,18750,27962,503
2503,773,11063,503
2504,23921,28069,503
2505,16429,24295,503
2506,23557,8263,504
2507,31697,24006,504
2508,21212,24532,505
2509,31585,2290,505
2510,33246,16771,505
2511,951,31011,505
2512,14506,25349,505
2513,24007,22225,505
2514,28234,23378,505
2515,4970,10563,506
2516,1352,11118,506
2517,10419,6698,506
2518,17011,13754,506
2519,20977,30564,506
2520,13636,9116,506
2521,24842,27050,507
2522,27082,7034,507
2523,5362,14597,507
2524,33061,246,507
2525,28678,1356,507
2526,26932,27216,507
2527,21682,14549,507
2528,12132,17680,508
2529,14315,28134,508
2530,773,20255,509
2531,10292,29166,509
2532,32663,14683,509
2533,3036,32201,509
2534,16367,8249,509
2535,16247,4006,509
2536,16801,21905,510
2537,7311,11831,510
2538,16684,5554,510
2539,16116,4200,510
2540,21740,12872,510
2541,12671,17190,510
2542,31000,12436,510
2543,27517,19529,511
2544,7533,9208,511
2545,16687,20193,511
2546,4485,23628,511
2547,32190,5789,511
2548,28605,3260,511
2549,31356,4856,511
2550,19494,15894,512
2551,28181,14604,512
2552,29468,17788,512
2553,18491,7424,512
2554,25784,12525,512
2555,6330,32130,512
2556,32177,16046,512
2557,27216,27781,513
2558,12540,29245,513
2559,6456,10276,513
2560,20688,29914,513
2561,19517,31519,513
2562,10719,25628,513
2563,21014,23665,513
2564,19079,28637,513
2565,13577,13760,514
2566,7084,23,514
2567,33478,1304,514
2568,24053,7435,514
2569,25459,33564,514
2570,25219,31510,515
2571,20922,10863,515
2572,32215,25351,515
2573,22917,20274,515
2574,31011,23665,515
2575,9116,22438,515
2576,19896,2853,515
2577,18634,10292,515
2578,3259,18786,515
2579,10308,10639,515
2580,13381,18052,516
2581,1834,29258,516
2582,22489,21186,516
2583,19805,24501,517
2584,21612,6596,517
2585,24504,32435,517
2586,25349,14906,517
2587,3198,10057,517
2588,23132,16046,517
2589,4574,22745,518
2590,31585,27948,518
2591,8776,18638,518
2592,9999,4694,519
2593,6389,30223,519
2594,5093,57,519
2595,27848,32962,519
2596,32786,5254,519
2597,25847,14761,520
2598,15102,13189,520
2599,19529,20248,520
2600,6113,32430,520
2601,6618,18346,521
2602,30731,15274,521
2603,15382,7647,521
2604,18941,31210,521
2605,19494,15934,522
2606,4247,16842,522
2607,5655,24846,522
2608,33493,4030,522
2609,24269,25395,523
2610,23708,15375,523
2611,1911,2598,523
2612,8950,10991,523
2613,10502,16605,524
2614,8550,11623,524
2615,8358,21119,524
2616,32818,110,524
2617,6939,28968,524
2618,20038,25724,525
2619,6111,8988,525
2620,7330,10382,525
2621,23280,16817,526
2622,19369,405,526
2623,12631,3713,526
2624,32394,24824,526
2625,16681,18021,526
2626,24768,28483,526
2627,19538,20867,526
2628,20449,3489,526
2629,18135,2477,526
2630,10305,11136,526
2631,8423,22637,526
2632,29258,2882,526
2633,30851,33571,526
2634,5228,18384,526
2635,17715,31438,527
2636,16687,31397,527
2637,14457,23845,527
2638,18833,21724,527
2639,27858,2994,527
2640,27155,11690,527
2641,14597,11277,528
2642,16319,31139,528
2643,18709,33250,528
2644,1014,16065,528
2645,19740,15746,528
2646,20762,15695,528
2647,1692,13348,528
2648,28478,7177,528
2649,15158,18326,529
2650,2019,27190,529
2651,12230,31684,530
2652,22140,28069,530
2653,23937,22801,530
2654,2109,22680,530
2655,12755,25163,530
2656,9999,10058,531
2657,20769,6432,531
2658,10935,20194,531
2659,29245,30889,531
2660,18688,23583,531
2661,577,2673,531
2662,20867,12871,531
2663,18920,7470,532
2664,5700,12871,532
2665,3277,21249,533
2666,24184,22003,533
2667,6719,28070,533
2668,15373,23815,533
2669,20511,15596,534
2670,12540,13328,534
2671,28348,25395,534
2672,14435,8989,534
2673,5037,21227,534
2674,4470,23588,534
2675,8087,27298,535
2676,28616,5479,535
2677,4829,19697,535
2678,2909,1650,536
2679,23469,12515,536
2680,15449,12529,536
2681,11851,15798,536
2682,12364,7815,536
2683,2497,8738,536
2684,28389,21014,537
2685,27843,13583,537
2686,23999,2116,537
2687,12807,10568,537
2688,14112,689,537
2689,30106,728,537
2690,23611,32956,538
2691,7547,25349,538
2692,29111,10204,538
2693,31671,12131,539
2694,11653,12872,539
2695,30122,11517,539
2696,8683,20367,539
2697,16648,1312,539
2698,21474,13070,539
2699,20768,9763,540
2700,23166,22459,540
2701,17437,13637,540
2702,29839,28765,541
2703,19921,4832,541
2704,14985,3276,541
2705,30828,31085,542
2706,30828,16771,542
2707,15265,7740,542
2708,15544,23878,542
2709,16717,2882,542
2710,966,1455,542
2711,22013,22039,542
2712,26016,8441,543
2713,20786,1499,543
2714,20978,29099,543
2715,13268,16186,543
2716,12529,29977,544
2717,17865,13722,544
2718,15094,1513,544
2719,6439,32914,544
2720,14906,19699,544
2721,27216,28102,545
2722,10234,27044,545
2723,27,14148,545
2724,10630,26815,545
2725,26578,29244,545
2726,2937,22500,545
2727,2427,11967,546
2728,25479,7927,546
2729,19391,18466,546
2730,17140,24252,546
2731,11851,25392,546
2732,6926,29540,546
2733,22709,26096,546
2734,20390,3293,546
2735,17649,22974,547
2736,8944,5080,547
2737,31887,31554,547
2738,15750,172,547
2739,11612,10833,547
2740,33475,15993,547
2741,20729,19162,547
2742,21249,19697,547
2743,9888,27888,547
2744,7673,7458,547
2745,8312,6768,548
2746,18497,18727,548
2747,21721,13275,548
2748,16507,21198,548
2749,12948,20937,548
2750,21644,26318,548
2751,2562,8112,548
2752,33278,31142,548
2753,6080,32568,549
2754,23797,2793,549
2755,20263,3054,549
2756,16780,7106,550
2757,189,31108,550
2758,31333,22939,550
2759,8794,208,550
2760,18812,19729,550
2761,27558,25210,550
2762,4893,33354,550
2763,16504,13491,550
2764,3352,18384,550
2765,15079,10904,550
2766,15309,18890,551
2767,1499,2478,551
2768,11383,12631,551
2769,29676,24178,551
2770,25851,14774,551
2771,17376,14015,551
2772,26438,27733,551
2773,19137,27269,552
2774,29954,2883,552
2775,10619,19991,553
2776,7819,25412,553
2777,21187,17740,553
2778,10235,12306,553
2779,5770,33134,554
2780,26607,7803,554
2781,29559,29963,554
2782,1032,25851,555
2783,16117,22898,555
2784,32687,12640,555
2785,22738,16551,555
2786,8550,19934,556
2787,16134,22846,556
2788,23327,15349,556
2789,1772,15263,556
2790,31696,13140,556
2791,9365,1443,556
2792,10601,29245,556
2793,8710,26932,556
2794,9999,17887,557
2795,4699,29976,557
2796,3709,4355,557
2797,19022,15192,557
2798,22168,11891,557
2799,2995,31777,558
2800,29412,20763,558
2801,29673,13217,558
2802,11771,14597,559
2803,8821,30052,559
2804,30114,20697,559
2805,9983,8753,559
2806,2553,21546,559
2807,955,25851,559
2808,6232,23799,560
2809,3958,20661,560
2810,14710,8979,560
2811,18374,1499,560
2812,24938,10299,560
2813,7370,14993,560
2814,20976,28321,560
2815,5381,25137,561
2816,623,25479,562
2817,27216,17816,562
2818,15612,6439,562
2819,4995,4946,562
2820,2606,18634,562
2821,15798,22069,562
2822,5414,24571,563
2823,21198,12631,563
2824,31758,5538,563
2825,7018,13328,563
2826,14215,9223,563
2827,28711,11285,563
2828,22489,29370,563
2829,22302,24143,563
2830,8409,15507,564
2831,18920,32849,564
2832,25851,23509,564
2833,22302,4253,564
2834,29555,9581,565
2835,27229,28009,565
2836,20981,2497,565
2837,31345,1633,565
2838,21340,26927,566
2839,23549,4165,566
2840,19593,10034,566
2841,20867,9140,566
2842,15675,16284,567
2843,12168,1434,567
2844,21227,5952,567
2845,28513,33209,567
2846,7031,868,567
2847,18738,32860,567
2848,31148,17772,567
2849,25037,30977,567
2850,10199,30364,568
2851,6869,21204,568
2852,12692,8630,568
2853,32649,15881,569
2854,27585,5254,569
2855,18361,22499,569
2856,31584,9584,570
2857,1129,13653,570
2858,21806,25495,570
2859,7437,24303,570
2860,21336,17382,570
2861,21279,20981,571
2862,13604,10490,571
2863,32746,20997,571
2864,30056,4294,572
2865,27585,19623,572
2866,19630,317,572
2867,14072,8112,572
2868,363,18918,572
2869,15191,16572,572
2870,4129,25412,572
2871,28456,33399,572
2872,14144,12622,572
2873,15701,12631,573
2874,562,16887,573
2875,24231,22618,573
2876,6880,12085,573
2877,5286,25116,574
2878,29002,12380,574
2879,19738,32525,574
2880,29552,7845,574
2881,31894,10288,574
2882,13837,11028,574
2883,2309,5069,575
2884,812,1216,575
2885,20790,31158,575
2886,7038,3403,575
2887,18204,25663,575
2888,22877,4751,575
2889,19581,7816,575
2890,20762,23915,575
2891,6340,8268,576
2892,21131,12182,576
2893,4391,17772,576
2894,6944,12752,576
2895,1043,3294,576
2896,10052,24252,577
2897,29133,20923,577
2898,19973,12085,577
2899,32159,12872,577
2900,695,4474,577
2901,19708,21505,577
2902,32571,13779,577
2903,32203,7038,578
2904,12615,27948,578
2905,24714,8353,579
2906,20384,16125,579
2907,24829,19017,579
2908,11983,8772,579
2909,21905,11521,579
2910,17213,10291,580
2911,32617,19812,580
2912,6989,25656,580
2913,28939,286,580
2914,7925,28009,580
2915,10588,31553,580
2916,21219,3728,580
2917,32557,12620,581
2918,3351,33564,581
2919,22850,2719,582
2920,5591,16061,582
2921,3795,17582,582
2922,21905,19535,582
2923,5719,3106,583
2924,26515,15927,583
2925,14117,18092,583
2926,8650,24348,584
2927,31457,25663,584
2928,23162,6720,584
2929,1494,26185,584
2930,32137,25412,584
2931,20895,10758,584
2932,20287,11383,585
2933,6031,20045,585
2934,25790,966,585
2935,25929,5987,585
2936,19333,3052,586
2937,26060,17521,586
2938,23921,32646,586
2939,26382,13381,586
2940,32574,31457,586
2941,24125,33087,586
2942,3694,5724,587
2943,16585,6439,587
2944,8550,12620,587
2945,26102,11028,587
2946,934,26651,587
2947,28254,13227,587
2948,1561,25575,588
2949,5622,18701,588
2950,562,17219,588
2951,19924,18504,588
2952,15634,22898,589
2953,3604,8859,589
2954,23733,13897,589
2955,1567,11656,589
2956,21541,4679,589
2957,20028,17000,590
2958,26203,7875,590
2959,10163,18360,590
2960,24142,23628,590
2961,31073,9598,591
2962,23792,23558,591
2963,5323,4415,591
2964,26859,3259,591
2965,4565,24377,591
2966,23633,16685,591
2967,7879,16966,591
2968,12130,5454,592
2969,31498,5246,592
2970,32542,22045,592
2971,13031,30222,592
2972,1236,28738,593
2973,2485,22156,593
2974,31646,8732,593
2975,20762,1910,593
2976,30868,19219,593
2977,30683,32130,594
2978,24602,2434,594
2979,6154,33352,594
2980,21528,14018,594
2981,21544,24937,594
2982,19764,12130,594
2983,8586,4641,594
2984,22234,24252,594
2985,25082,26954,594
2986,6423,20832,594
2987,16752,18194,594
2988,15162,30428,595
2989,3066,18973,595
2990,19171,6423,595
2991,32125,9716,595
2992,12472,20151,596
2993,18153,27513,596
2994,28757,317,597
2995,31677,30186,597
2996,2765,14377,597
2997,1493,33271,597
2998,15449,13071,597
2999,20590,1609,597
3000,24185,24174,597
3001,5987,19287,597
3002,24385,5792,597
3003,25677,2378,597
3004,30726,12587,598
3005,15740,22960,598
3006,32732,21864,598
3007,12436,31928,598
3008,26913,16299,598
3009,22489,16512,598
3010,19797,24410,599
3011,28548,20717,599
3012,33007,8835,599
3013,23223,24938,599
3014,32992,10203,600
3015,8374,17739,600
3016,12361,20786,600
3017,26584,10177,600
3018,29747,26230,600
3019,21904,3341,600
3020,31448,16185,601
3021,4683,30407,601
3022,349,14578,601
3023,975,9401,601
3024,1105,12894,601
3025,3392,18786,601
3026,29206,3358,601
3027,21856,14351,602
3028,28062,17762,602
3029,29578,22933,602
3030,32149,4533,602
3031,13837,20665,602
3032,23556,6366,602
3033,16213,24517,603
3034,4961,20790,603
3035,12754,12414,603
3036,153,5412,604
3037,12792,1103,604
3038,18081,29950,604
3039,23665,10780,604
3040,9791,3937,604
3041,25132,1019,604
3042,20548,27962,605
3043,25479,30271,605
3044,26439,32996,605
3045,29826,10304,605
3046,16843,27759,606
3047,6869,15265,606
3048,25257,11155,606
3049,33279,12130,607
3050,7031,17120,607
3051,10396,22850,607
3052,18123,10991,607
3053,149,25851,608
3054,2509,12573,608
3055,8909,12872,608
3056,4895,20351,608
3057,11623,6687,608
3058,2745,2710,608
3059,17756,22265,609
3060,32520,18843,609
3061,29258,27858,609
3062,4836,25422,609
3063,3675,8309,609
3064,22539,6343,610
3065,23316,9245,610
3066,23665,18856,610
3067,10405,7253,610
3068,31971,28634,611
3069,24324,14241,611
3070,20526,2180,611
3071,6423,16551,611
3072,14688,339,612
3073,6066,30462,612
3074,33279,20312,612
3075,1394,121,612
3076,12754,23854,612
3077,18499,19906,613
3078,17172,17852,613
3079,1013,16507,613
3080,30836,28756,614
3081,27216,8989,614
3082,12356,22610,614
3083,1394,13228,614
3084,31736,22918,615
3085,12515,21626,615
3086,3432,21824,615
3087,5993,32523,615
3088,6406,7079,615
3089,9396,6214,615
3090,4414,18194,616
3091,15513,11209,616
3092,12177,18933,616
3093,32000,4354,616
3094,1504,28612,616
3095,13702,24173,616
3096,23288,13360,617
3097,4891,18931,617
3098,3588,1448,617
3099,3085,30179,617
3100,29410,15191,617
3101,20523,12714,618
3102,5778,28220,618
3103,14377,27470,618
3104,3433,25059,618
3105,3379,13709,618
3106,26015,31953,619
3107,6498,14477,619
3108,23854,238,619
3109,20826,3295,619
3110,25335,16516,619
3111,7031,1362,619
3112,3290,2794,619
3113,6814,4697,620
3114,17219,22385,620
3115,27567,5318,620
3116,10254,29,620
3117,2858,3603,620
3118,12674,20327,621
3119,26481,19660,621
3120,28677,3936,621
3121,28592,17136,622
3122,4713,1157,622
3123,29701,944,622
3124,33510,32835,622
3125,10068,3645,622
3126,10499,13348,623
3127,3907,27298,624
3128,30284,16185,624
3129,28915,12978,624
3130,29423,21905,624
3131,399,11787,625
3132,15635,8115,625
3133,7241,3174,625
3134,16546,14376,625
3135,9223,2995,625
3136,19082,8007,625
3137,20774,7249,625
3138,8278,10066,625
3139,515,8264,626
3140,31740,29760,626
3141,24299,31697,626
3142,31640,2994,626
3143,29896,28213,626
3144,28562,7456,627
3145,21792,10175,627
3146,3343,2323,627
3147,12661,19315,628
3148,6687,3586,628
3149,11010,6462,628
3150,17649,12735,629
3151,6722,8374,629
3152,11706,978,629
3153,10935,29928,629
3154,24873,24086,629
3155,21209,1500,629
3156,14628,25488,629
3157,5202,20895,629
3158,7740,23922,629
3159,24562,2657,629
3160,20359,25631,630
3161,29521,19331,630
3162,18305,25622,630
3163,4183,11030,630
3164,17354,15192,630
3165,14789,22918,630
3166,26973,19188,631
3167,955,12244,631
3168,21362,26497,632
3169,10287,5785,632
3170,30336,31562,632
3171,12917,2095,632
3172,31457,16136,633
3173,13180,18843,633
3174,10396,4066,633
3175,22489,21928,633
3176,2097,21498,634
3177,21791,9002,634
3178,27528,27558,634
3179,25198,26739,635
3180,8940,21384,635
3181,12554,2318,635
3182,11764,21195,635
3183,19501,16609,635
3184,27421,24173,635
3185,18580,3122,635
3186,19287,30174,636
3187,21139,29244,636
3188,14393,11382,636
3189,20773,5202,636
3190,30579,22522,637
3191,24513,31697,637
3192,6804,20922,637
3193,20589,9415,637
3194,7845,21541,637
3195,4924,13491,637
3196,1782,11636,637
3197,31251,10476,638
3198,8561,10983,638
3199,21541,21904,638
3200,13746,7303,639
3201,12973,15836,639
3202,24199,7583,639
3203,31569,21392,639
3204,405,5616,639
3205,11035,31458,639
3206,26523,12631,640
3207,1303,10352,640
3208,9464,22172,640
3209,25022,3580,640
3210,7260,5834,640
3211,31142,10230,640
3212,3259,9581,640
3213,1114,18061,640
3214,21994,28091,640
3215,4800,9906,641
3216,27567,30809,641
3217,17708,3983,641
3218,18625,25827,641
3219,33571,14368,641
3220,21904,17000,641
3221,18497,29330,642
3222,3515,12167,642
3223,9003,11851,642
3224,8562,29026,642
3225,26548,25880,642
3226,25348,1979,642
3227,28468,24723,643
3228,25603,29245,643
3229,14506,26348,643
3230,14890,10351,644
3231,8108,26573,644
3232,15935,2067,645
3233,17068,18866,645
3234,9167,29061,646
3235,11844,27503,646
3236,6978,25879,646
3237,26548,22019,646
3238,28124,12306,646
3239,24177,4215,646
3240,21588,7715,647
3241,9850,7424,647
3242,25172,27950,647
3243,26736,4789,647
3244,8771,2552,647
3245,27314,3678,647
3246,775,14196,648
3247,31158,18633,648
3248,20773,20954,648
3249,6564,17288,648
3250,8581,4604,648
3251,7201,11635,649
3252,1914,26884,649
3253,26736,11395,649
3254,19991,1525,649
3255,3294,25879,649
3256,28456,3605,649
3257,20351,9976,649
3258,23136,18416,650
3259,26320,16709,650
3260,18280,32919,650
3261,33279,4789,650
3262,8119,28523,650
3263,26954,25970,650
3264,2234,7216,650
3265,22302,7942,650
3266,16213,1493,651
3267,4219,5795,651
3268,13326,6869,651
3269,29099,13799,651
3270,30948,18360,651
3271,32057,25851,651
3272,5143,18050,652
3273,12472,1652,652
3274,12714,3580,652
3275,7216,11892,652
3276,29787,6944,652
3277,15667,31975,653
3278,10935,7344,653
3279,9727,25746,653
3280,5606,18404,653
3281,26736,6617,653
3282,5028,10051,653
3283,27213,31530,654
3284,12303,21854,654
3285,4205,23653,654
3286,7039,31826,654
3287,1449,29412,654
3288,16319,13811,655
3289,29099,13630,655
3290,16428,6688,655
3291,955,10298,655
3292,10904,31429,656
3293,10068,12572,656
3294,12823,7139,657
3295,10243,7031,658
3296,31370,3573,658
3297,2462,14350,658
3298,14641,21392,658
3299,15630,3402,659
3300,24980,29653,659
3301,19048,25038,659
3302,23999,15402,659
3303,26019,16230,660
3304,20866,11841,660
3305,32049,32247,660
3306,15704,4387,660
3307,26736,20976,660
3308,23793,20958,660
3309,9999,18625,661
3310,19270,2097,661
3311,13722,15191,661
3312,33564,5318,661
3313,14358,27796,661
3314,15539,12143,662
3315,7050,24717,663
3316,509,18626,663
3317,19219,29636,663
3318,11954,31813,663
3319,12335,7031,663
3320,32375,27443,664
3321,15534,11282,665
3322,10288,22557,665
3323,30106,15191,665
3324,8984,22385,665
3325,22802,24998,665
3326,29245,10424,666
3327,25784,1650,666
3328,3491,6945,666
3329,28166,32146,666
3330,6409,10476,666
3331,6695,12918,666
3332,28457,6214,666
3333,32108,6549,667
3334,9267,14518,667
3335,5105,30105,667
3336,2461,13492,668
3337,24078,26044,668
3338,4419,15181,668
3339,22460,31975,668
3340,28011,15927,668
3341,6030,31676,668
3342,4891,23324,668
3343,32219,15985,668
3344,12483,19608,669
3345,29153,4403,669
3346,8112,3276,669
3347,8650,30817,670
3348,26941,19222,670
3349,15265,7770,670
3350,17673,12437,670
3351,11392,208,671
3352,15801,14922,671
3353,774,27042,671
3354,27740,6263,671
3355,14017,7648,672
3356,29760,15191,672
3357,18497,30950,672
3358,12699,27066,672
3359,21863,22056,672
3360,31171,9334,672
3361,31241,30174,672
3362,18708,14740,673
3363,26656,30426,673
3364,29245,13165,673
3365,31824,22405,673
3366,13754,4006,673
3367,9163,4241,673
3368,12754,12105,673
3369,13926,22061,674
3370,20499,18850,674
3371,22937,8731,674
3372,32313,22002,674
3373,23491,110,675
3374,16572,11670,675
3375,16687,22926,675
3376,4165,16771,675
3377,13907,9833,675
3378,9334,16513,675
3379,16104,30889,675
3380,8803,29475,675
3381,15375,29908,675
3382,534,10050,676
3383,26891,9999,676
3384,26946,11851,676
3385,12361,6473,676
3386,26004,28612,676
3387,31925,21140,676
3388,3242,17772,676
3389,3525,26972,677
3390,4831,18248,677
3391,29898,10836,678
3392,31563,12515,678
3393,13169,5919,679
3394,31498,5647,679
3395,3155,23297,680
3396,21279,4891,680
3397,16683,10547,680
3398,12714,28227,680
3399,10904,7240,680
3400,26259,14430,680
3401,25830,12341,680
3402,25587,13747,681
3403,18829,7935,681
3404,20786,29795,681
3405,28254,10513,681
3406,25770,10397,681
3407,7050,11832,682
3408,23915,7392,682
3409,29941,28462,682
3410,10532,27141,682
3411,13071,5987,682
3412,21996,24820,682
3413,18786,7241,682
3414,20745,7840,683
3415,10893,13272,683
3416,24170,8263,683
3417,22745,29991,683
3418,2882,27525,683
3419,14248,29862,683
3420,28057,28234,683
3421,30166,22385,684
3422,17217,25247,684
3423,24872,13330,684
3424,25929,289,684
3425,16486,11298,684
3426,15688,6228,685
3427,772,7740,685
3428,2162,29746,685
3429,19189,12524,685
3430,27829,33255,685
3431,2937,24176,685
3432,23109,32193,686
3433,816,14980,686
3434,2016,24366,686
3435,8358,16141,686
3436,2371,7322,686
3437,18511,21056,686
3438,22549,24659,687
3439,14769,6126,687
3440,7765,24890,687
3441,29269,12177,687
3442,1911,18480,687
3443,22961,977,687
3444,10407,33092,687
3445,16923,3320,688
3446,28135,25448,688
3447,24893,2288,688
3448,3832,20384,688
3449,31575,20590,688
3450,25851,3278,688
3451,24147,5183,689
3452,1448,25851,689
3453,7814,28852,689
3454,27747,28285,690
3455,8017,10513,690
3456,24058,8940,691
3457,15818,29865,691
3458,33354,33438,691
3459,24339,7218,691
3460,18511,18738,691
3461,513,18349,692
3462,30867,24743,692
3463,10626,16659,692
3464,30809,24324,692
3465,30519,20763,692
3466,29634,26567,693
3467,12582,29704,693
3468,149,10051,693
3469,24739,12916,693
3470,24886,30072,693
3471,20044,17890,693
3472,121,8207,693
3473,4891,28456,694
3474,28724,15551,694
3475,6667,21951,694
3476,11913,23774,694
3477,17590,8952,695
3478,10311,26045,695
3479,14850,22124,695
3480,6894,1350,695
3481,26004,12515,695
3482,5742,955,696
3483,18830,980,696
3484,27229,30571,696
3485,6163,16323,696
3486,25569,28731,697
3487,18352,11062,697
3488,25243,13723,697
3489,10903,29244,697
3490,20762,8755,697
3491,3842,19413,697
3492,27475,17814,698
3493,27716,21841,698
3494,25724,1538,698
3495,510,28062,698
3496,15715,8056,698
3497,3162,18941,698
3498,14688,21082,699
3499,12130,24512,699
3500,25911,18371,699
3501,14599,31233,700
3502,318,15258,700
3503,427,7240,700
3504,5345,3938,700
3505,29519,6067,701
3506,8017,5617,701
3507,27108,1054,701
3508,21181,6871,702
3509,26003,131,702
3510,21197,7743,702
3511,7903,8638,702
3512,32732,17519,702
3513,7910,16683,702
3514,26449,27161,702
3515,24281,70,702
3516,11502,33571,702
3517,9250,30947,702
3518,31569,10853,702
3519,11749,11058,702
3520,13099,26712,702
3521,16429,3988,702
3522,23143,2332,702
3523,9485,16421,703
3524,8268,7393,703
3525,25603,14481,703
3526,17493,26515,703
3527,8985,3491,703
3528,22489,10068,703
3529,18371,25349,703
3530,2937,19728,703
3531,2996,20595,704
3532,30975,18634,704
3533,26948,32127,705
3534,7260,15157,705
3535,28605,21940,705
3536,15798,6100,705
3537,7571,2641,705
3538,18751,10051,706
3539,30462,21015,706
3540,19766,18496,706
3541,19581,589,706
3542,24787,24513,707
3543,14573,21925,707
3544,23917,16752,707
3545,30417,10127,707
3546,25394,11653,708
3547,31785,13760,708
3548,17172,29846,708
3549,2347,19661,708
3550,12872,30255,708
3551,21805,28456,708
3552,7535,24547,709
3553,6667,4129,709
3554,4153,17664,709
3555,16857,23774,710
3556,22115,13922,710
3557,22990,18204,710
3558,16896,18156,710
3559,31644,21195,710
3560,5320,26739,710
3561,28134,7031,710
3562,13500,31031,710
3563,24790,24778,710
3564,24225,11266,710
3565,27741,24774,710
3566,29747,1959,710
3567,23250,31661,710
3568,9778,10934,711
3569,32502,18325,711
3570,24619,27933,711
3571,25911,33585,711
3572,15717,9867,711
3573,32626,7484,712
3574,32812,23647,712
3575,30012,9726,712
3576,10315,30828,713
3577,725,23817,713
3578,10704,25631,713
3579,12230,15265,713
3580,9985,7600,713
3581,6730,28673,713
3582,13169,26972,714
3583,29500,27081,714
3584,828,11832,714
3585,16710,29408,714
3586,13189,7673,714
3587,23799,6565,714
3588,1790,5854,714
3589,26497,3971,715
3590,17898,1650,715
3591,6309,30417,715
3592,16150,19684,715
3593,11605,28901,715
3594,15872,30245,715
3595,16985,10292,716
3596,6274,1691,716
